City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Clyde River,CA,70.4692,-68.5914,8.83,92,100,4.61,overcast clouds
347,Surt,LY,31.2089,16.5887,69.42,48,32,2.71,scattered clouds
348,Korla,CN,41.7597,86.1469,75.06,36,32,18.92,scattered clouds
349,Fairbanks,US,64.8378,-147.7164,42.8,86,100,5.75,overcast clouds
350,Mitsamiouli,KM,-11.3847,43.2844,86.29,70,20,12.66,few clouds
351,Atar,MR,20.5169,-13.0499,88.66,11,100,7.2,overcast clouds
352,Pemangkat,ID,1.1667,108.9667,84.83,72,87,7.45,light rain
353,Phan Thiet,VN,10.9333,108.1,86.65,68,94,16.11,overcast clouds
354,Zarate,AR,-34.0981,-59.0286,54.84,92,18,4.0,few clouds
355,Chernyshevskiy,RU,63.0128,112.4714,35.83,72,90,14.32,overcast clouds
356,Bol,TD,13.4586,14.7147,81.75,72,75,7.76,broken clouds
357,Lagoa,PT,39.05,-27.9833,59.86,71,31,6.38,scattered clouds
358,Soe,ID,-9.8607,124.284,75.36,60,78,9.57,broken clouds
359,Ishigaki,JP,24.3448,124.1572,80.73,83,75,5.75,broken clouds
360,Zyryanka,RU,65.75,150.85,35.06,80,99,6.13,overcast clouds
361,Cabedelo,BR,-6.9811,-34.8339,74.07,85,83,10.07,broken clouds
362,Sakaiminato,JP,35.55,133.2333,64.33,48,75,19.57,broken clouds
363,San Lorenzo,PY,-25.3333,-57.5333,52.74,93,0,0.0,clear sky
364,San Alberto,CO,7.7611,-73.3922,75.47,90,100,2.15,overcast clouds
365,Manica,FR,49.0,-1.1667,56.14,80,32,8.7,scattered clouds
366,Rudnogorsk,RU,57.2639,103.7519,40.82,37,100,18.28,overcast clouds
367,Palasa,IN,18.7667,84.4167,89.96,56,40,14.94,scattered clouds
368,Caravelas,BR,-17.7125,-39.2481,75.51,72,94,11.21,overcast clouds
369,Nuuk,GL,64.1835,-51.7216,29.01,93,54,10.36,broken clouds
370,Yar-Sale,RU,66.8333,70.8333,33.75,100,100,14.92,overcast clouds
371,Lyngseidet,NO,69.5763,20.2189,35.6,89,99,8.57,overcast clouds
372,Pyapon,MM,16.2833,95.6833,90.1,56,100,12.19,moderate rain
373,Pinega,RU,64.7001,43.3936,45.9,95,100,9.01,overcast clouds
374,Mendi,PG,-6.1761,143.6513,60.89,97,99,0.69,overcast clouds
375,Halifax,CA,44.6453,-63.5724,35.22,78,100,4.61,overcast clouds
376,Inuvik,CA,68.3499,-133.7218,38.16,67,20,5.75,few clouds
377,Bathsheba,BB,13.2167,-59.5167,81.21,78,20,13.8,few clouds
378,Alofi,NU,-19.0595,-169.9187,76.89,88,100,4.61,overcast clouds
379,Tiznit,MA,29.5833,-9.5,81.93,12,45,2.24,scattered clouds
380,Sherbakul,RU,54.6316,72.3963,63.43,28,20,14.79,few clouds
381,Yichun,CN,47.7,128.9,57.02,35,3,9.28,clear sky
382,Ziro,IN,27.6333,93.8333,72.34,65,72,4.56,broken clouds
383,Alakurtti,RU,66.9672,30.3491,37.78,72,96,13.06,light rain
384,Nara,JP,34.6851,135.8049,72.77,28,63,8.66,broken clouds
385,Saint-Augustin,CA,51.226,-58.6502,28.22,83,9,7.9,clear sky
386,Pathein,MM,16.7833,94.7333,83.1,75,100,8.81,moderate rain
387,Verkhoyansk,RU,67.5447,133.385,35.01,83,100,6.24,overcast clouds
388,Vanimo,PG,-2.6741,141.3028,83.08,82,19,10.0,few clouds
389,Boa Vista,BR,2.8197,-60.6733,76.98,83,75,3.44,broken clouds
390,Vilhena,BR,-12.7406,-60.1458,62.87,70,67,3.42,broken clouds
391,Vestmanna,FO,62.1564,-7.1664,43.72,93,100,11.5,light intensity drizzle
392,Georgiyevka,KZ,43.0369,74.7114,84.24,37,0,8.95,clear sky
393,Tessalit,ML,20.1986,1.0114,82.87,9,0,17.11,clear sky
394,Wynyard,AU,-41.0,145.7167,52.99,71,7,9.37,clear sky
395,Harrisonburg,US,38.4496,-78.8689,43.18,88,100,10.36,overcast clouds
396,Mount Gambier,AU,-37.8333,140.7667,57.11,77,75,5.75,broken clouds
397,Tateyama,JP,34.9833,139.8667,60.76,67,99,15.77,overcast clouds
398,Tubuala,PA,9.5167,-79.0333,80.56,80,19,2.93,few clouds
399,Mezhdurechensk,RU,53.6942,88.0603,48.27,23,18,10.6,few clouds
400,Ponta Do Sol,PT,32.6667,-17.1,66.0,61,96,6.15,overcast clouds
401,Bazaliya,UA,49.7127,26.4733,57.56,74,100,0.76,overcast clouds
402,Havelock,US,34.8791,-76.9013,57.15,89,100,4.0,overcast clouds
403,Bemidji,US,47.4736,-94.8803,56.17,70,75,12.66,broken clouds
404,Kauswagan,PH,8.1917,124.0847,83.32,82,100,4.9,overcast clouds
405,Mar Del Plata,AR,-38.0023,-57.5575,56.95,89,0,11.99,clear sky
406,Shimoda,JP,34.6667,138.95,64.76,78,97,14.2,overcast clouds
407,Luganville,VU,-15.5333,167.1667,79.12,76,96,14.72,overcast clouds
408,Namibe,AO,-15.1961,12.1522,75.81,58,0,3.98,clear sky
409,Chuy,UY,-33.6971,-53.4616,53.92,93,45,6.08,scattered clouds
410,Kavaratti,IN,10.5669,72.642,84.9,70,30,15.52,scattered clouds
411,Neftcala,AZ,39.3742,49.2472,60.42,70,94,16.11,overcast clouds
412,Voh,NC,-20.9667,164.7,70.79,73,62,6.38,broken clouds
413,Port Hardy,CA,50.6996,-127.4199,44.6,100,100,5.75,light intensity shower rain
414,Mandera,KE,3.9366,41.867,90.86,42,77,14.67,broken clouds
415,Bereznik,RU,62.8551,42.7072,59.0,66,92,13.33,overcast clouds
416,Ronne,DK,55.1009,14.7066,49.91,81,35,6.91,scattered clouds
417,Rafaela,AR,-31.2503,-61.4867,53.01,61,100,1.01,overcast clouds
418,Maarianhamina,AX,60.0973,19.9348,46.26,42,0,9.22,clear sky
419,Mangrol,IN,21.1167,70.1167,89.58,56,0,17.4,clear sky
420,Monte Carmelo,BR,-18.7247,-47.4986,65.7,79,77,3.27,broken clouds
421,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,72,20,12.66,few clouds
422,Naryan-Mar,RU,67.6713,53.087,39.34,100,100,14.32,overcast clouds
423,Dakar,SN,14.6937,-17.4441,69.93,88,0,4.61,clear sky
424,Newnan,US,33.3807,-84.7997,56.71,92,75,3.44,broken clouds
425,Uray,RU,60.1247,64.7758,63.99,35,21,12.01,few clouds
426,Vallenar,CL,-28.5708,-70.7581,53.17,90,85,2.71,overcast clouds
427,Ahuimanu,US,21.4447,-157.8378,74.91,74,75,17.27,broken clouds
428,Necochea,AR,-38.5473,-58.7368,59.85,72,42,14.47,scattered clouds
429,Gigmoto,PH,13.7796,124.39,84.52,75,7,12.24,clear sky
430,Cockburn Town,TC,21.4612,-71.1419,79.45,78,4,9.44,clear sky
431,Bjerkvik,NO,68.5597,17.5189,34.0,89,100,10.78,light snow
432,Rafsanjan,IR,30.4067,55.9939,84.45,14,96,25.46,overcast clouds
433,Niono,ML,14.2526,-5.993,90.97,33,40,9.46,scattered clouds
434,Harrison,US,30.4091,-89.0436,68.07,88,0,4.61,clear sky
435,Morondava,MG,-20.2833,44.2833,80.67,61,0,6.58,clear sky
436,Artyom,AZ,40.4723,50.333,59.14,80,27,23.71,scattered clouds
437,Westport,US,41.1415,-73.3579,48.02,66,100,16.11,overcast clouds
438,Iqaluit,CA,63.7506,-68.5145,17.33,86,20,3.44,few clouds
439,Saint-Georges,GD,12.0564,-61.7485,78.6,76,99,14.16,overcast clouds
440,Impfondo,CG,1.6381,18.0667,84.56,59,100,2.75,overcast clouds
441,Zhezkazgan,KZ,47.8043,67.7144,53.58,40,40,26.84,scattered clouds
442,Beloye,UA,48.4952,39.0505,59.52,36,12,6.73,few clouds
443,Asau,RO,46.4333,26.4,62.96,54,23,5.3,few clouds
444,Lithakia,GR,37.7167,20.8333,67.37,72,20,4.61,few clouds
445,Pavelets,RU,53.7883,39.246,59.58,49,46,14.2,scattered clouds
446,Champerico,GT,14.3,-91.9167,82.2,78,100,6.2,overcast clouds
447,Tulum,MX,20.2167,-87.4667,79.5,87,0,7.61,clear sky
448,Lujan,AR,-34.5703,-59.105,57.94,95,1,7.34,clear sky
449,Kolbermoor,DE,47.85,12.0667,56.86,93,100,3.51,overcast clouds
450,Laredo,US,27.5064,-99.5075,77.29,88,75,17.27,broken clouds
451,Chicama,PE,-7.8447,-79.1469,59.54,85,64,6.08,broken clouds
452,Manacapuru,BR,-3.2997,-60.6206,74.25,95,89,2.91,heavy intensity rain
453,Mabay,PH,6.0577,124.4666,84.4,80,95,4.29,moderate rain
454,Mayskiy,RU,47.6931,40.1025,62.01,36,89,9.44,overcast clouds
455,Montes Altos,BR,-5.8333,-47.0667,70.14,92,84,2.24,broken clouds
456,Rodrigues Alves,BR,-7.738,-72.6509,69.15,95,5,1.63,clear sky
457,Kanakapura,IN,12.55,77.4167,97.25,27,70,4.74,broken clouds
458,Safranbolu,TR,41.2508,32.6942,60.06,53,27,3.02,scattered clouds
459,Gimbi,ET,9.1667,35.8333,68.56,64,99,1.32,overcast clouds
460,Hun,LY,29.1268,15.9477,73.67,29,0,2.95,clear sky
461,Airai,TL,-8.9266,125.4092,67.01,75,77,4.52,broken clouds
462,Brigantine,US,39.4101,-74.3646,46.02,94,100,20.71,overcast clouds
463,Umm Lajj,SA,25.0213,37.2685,87.26,32,4,16.71,clear sky
464,Balkhash,KZ,46.844,74.9804,65.01,17,0,26.84,clear sky
465,Wuwei,CN,37.9281,102.6414,56.75,56,88,7.14,overcast clouds
466,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,55.63,88,0,3.02,clear sky
467,Kewanee,US,41.2456,-89.9248,52.79,76,90,12.93,overcast clouds
468,Erdenet,MN,49.0333,104.0833,75.09,18,35,17.25,scattered clouds
469,Plyussa,RU,58.4308,29.3654,49.01,46,100,11.01,overcast clouds
470,Orshanka,RU,56.9161,47.8933,59.85,39,25,13.35,scattered clouds
471,Faro,PT,37.0194,-7.9322,70.97,73,0,5.75,clear sky
472,Husavik,IS,66.0449,-17.3389,41.59,79,100,7.52,overcast clouds
473,El Alto,PE,-4.2714,-81.2147,67.82,77,84,13.82,broken clouds
474,Kandrian,PG,-6.2167,149.55,80.98,86,85,8.77,light rain
475,Krasnoshchekovo,RU,51.6708,82.7289,51.49,23,0,7.54,clear sky
476,Gat,IL,31.61,34.7642,76.78,30,4,3.38,clear sky
477,Hongjiang,CN,27.11,109.9956,79.74,77,49,0.45,scattered clouds
478,Spring Valley,US,36.108,-115.245,75.15,17,40,24.16,dust
479,College Park,US,38.9807,-76.9369,46.74,91,100,17.27,light intensity drizzle
480,Verkhnyaya Inta,RU,65.9811,60.3094,50.0,82,100,15.12,overcast clouds
481,Kamina,CD,-8.7386,24.9906,76.84,55,99,5.53,overcast clouds
482,Shasta Lake,US,40.6804,-122.3708,52.52,73,0,4.85,clear sky
483,Salalah,OM,17.0151,54.0924,87.89,62,20,13.8,few clouds
484,Tazovskiy,RU,67.4667,78.7,22.21,85,14,9.51,few clouds
485,Mahibadhoo,MV,3.7833,72.9667,84.2,78,100,16.51,overcast clouds
486,Mirnyy,RU,62.5353,113.9611,35.24,59,94,15.99,overcast clouds
487,Auki,SB,-8.7676,160.7034,79.16,85,27,4.85,scattered clouds
488,Neiafu,TO,-18.65,-173.9833,79.38,74,88,9.17,overcast clouds
489,Tondano,ID,1.3038,124.9112,77.09,81,100,3.09,overcast clouds
490,Port Macquarie,AU,-31.4333,152.9167,57.88,58,0,5.46,clear sky
491,Tecoanapa,MX,16.5167,-98.75,78.24,79,88,3.29,overcast clouds
492,Hamilton,US,39.1834,-84.5333,51.89,85,0,1.99,clear sky
493,Palafrugell,ES,41.9174,3.1631,71.44,34,22,8.01,few clouds
494,Port Hawkesbury,CA,45.6169,-61.3485,30.58,91,0,3.0,clear sky
495,Kieta,PG,-6.2167,155.6333,80.06,85,72,4.81,light rain
496,Mastic Beach,US,40.7668,-72.8521,47.98,75,100,15.01,overcast clouds
497,Copiapo,CL,-27.3667,-70.3333,55.09,91,66,2.59,broken clouds
498,Sungaipenuh,ID,-2.0833,101.3833,79.59,57,100,4.68,moderate rain
499,Yatou,CN,37.15,122.3833,50.59,78,100,16.55,overcast clouds
500,Kampong Thum,KH,12.7111,104.8887,93.4,48,99,5.01,overcast clouds
501,Abu Samrah,SY,35.3029,37.1841,68.2,35,0,5.08,clear sky
502,Flagstaff,US,35.1981,-111.6513,60.46,28,0,16.11,clear sky
503,Upington,ZA,-28.4478,21.2561,52.18,76,40,4.61,scattered clouds
504,Aksarka,RU,66.5606,67.7975,34.83,100,100,12.15,overcast clouds
505,Pereira Barreto,BR,-20.6383,-51.1092,58.12,94,1,8.03,clear sky
506,Magdalena,PH,14.1999,121.429,91.35,60,74,11.63,broken clouds
507,Nyazepetrovsk,RU,56.0531,59.6028,59.92,32,4,5.01,clear sky
508,Tiksi,RU,71.6872,128.8694,19.98,80,43,3.29,scattered clouds
509,Stokmarknes,NO,68.5646,14.9108,33.78,93,100,23.02,light snow
510,Ahipara,NZ,-35.1667,173.1667,59.59,85,35,4.0,scattered clouds
511,Coffs Harbour,AU,-30.3,153.1333,58.96,67,20,4.61,few clouds
512,Shakawe,BW,-18.3667,21.85,77.56,27,0,4.72,clear sky
513,Kurayoshi,JP,35.4333,133.8167,58.91,52,60,9.64,broken clouds
514,Buchanan,LR,5.8808,-10.0467,76.44,90,100,5.5,light rain
515,Chara,RU,56.9064,118.2631,56.8,46,100,5.66,overcast clouds
516,Fredericksburg,US,38.3032,-77.4605,47.21,89,100,9.22,drizzle
517,Colquechaca,BO,-18.6667,-66.0167,27.45,93,99,2.77,overcast clouds
518,Djambala,CG,-2.5447,14.7533,75.65,75,98,2.3,overcast clouds
519,Fort Beaufort,ZA,-32.7748,26.6338,55.08,81,97,5.1,overcast clouds
520,Maputo,MZ,-25.9653,32.5892,72.23,92,75,2.3,broken clouds
521,Kortkeros,RU,61.8106,51.5806,64.4,42,79,14.85,broken clouds
522,Sladkovo,RU,55.5284,70.3385,63.16,32,40,14.16,scattered clouds
523,Virtsu,EE,58.5716,23.5115,50.05,43,3,15.05,clear sky
524,Santa Rosa,PH,14.3122,121.1114,95.11,56,55,16.58,broken clouds
525,Mlowo,TZ,-9.0,32.9833,73.36,61,49,1.03,scattered clouds
526,Bartica,GY,6.4,-58.6167,75.52,99,90,1.21,overcast clouds
527,Sinnamary,GF,5.3833,-52.95,77.31,87,88,11.01,overcast clouds
528,Hobyo,SO,5.3505,48.5268,90.18,56,50,11.72,scattered clouds
529,High Level,CA,58.5169,-117.136,33.91,93,100,8.05,light snow
530,Aranos,NA,-24.1333,19.1167,55.38,40,0,9.73,clear sky
531,Tura,IN,25.5198,90.2201,92.14,40,51,5.32,broken clouds
532,Saint-Ambroise,CA,48.5501,-71.3324,29.8,69,4,1.14,clear sky
533,Bloomsburg,US,41.0037,-76.4549,44.22,79,99,5.35,overcast clouds
534,Cacapava Do Sul,BR,-30.5122,-53.4914,46.71,97,3,2.55,clear sky
535,Trincomalee,LK,8.5711,81.2335,88.0,71,100,16.26,heavy intensity rain
536,Bratsk,RU,56.1325,101.6142,43.29,35,91,20.76,overcast clouds
537,Polovinnoye,RU,54.7914,65.9864,62.42,26,57,8.01,broken clouds
538,Lumeje,AO,-11.55,20.7833,77.34,50,41,5.64,scattered clouds
539,Guira De Melena,CU,22.7906,-82.5053,75.72,86,0,3.78,clear sky
540,Kidal,ML,18.4411,1.4078,88.97,8,15,16.67,few clouds
541,Nioro,GM,13.35,-15.75,78.46,44,6,3.76,clear sky
542,Plettenberg Bay,ZA,-34.0527,23.3716,59.5,68,90,1.68,overcast clouds
543,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,54.93,91,1,5.59,clear sky
544,Dzhebariki-Khaya,RU,62.2167,135.8,44.1,81,100,8.32,overcast clouds
545,Ondjiva,AO,-17.0667,15.7333,74.62,31,0,2.73,clear sky
546,Urengoy,RU,65.9667,78.3667,28.09,90,80,9.42,broken clouds
547,Kasama,ZM,-10.2129,31.1808,72.64,58,99,6.96,overcast clouds
548,Kudahuvadhoo,MV,2.6708,72.8944,84.51,77,45,17.81,scattered clouds
549,Lyaskelya,RU,61.7667,31.0167,47.19,45,71,9.95,broken clouds
550,Mayo,US,38.8876,-76.5119,47.03,87,100,10.36,overcast clouds
551,Viramgam,IN,23.1225,72.0484,104.61,20,0,13.18,clear sky
552,Elko,US,41.0002,-115.5012,38.64,61,98,5.99,overcast clouds
553,Sheltozero,RU,61.3667,35.3667,40.96,79,100,7.09,overcast clouds
554,Bonavista,CA,48.6499,-53.1147,32.68,74,6,18.52,clear sky
555,Ellsworth,US,44.5434,-68.4195,39.72,78,0,4.61,clear sky
556,Changping,CN,40.2186,116.2197,58.64,55,94,1.63,overcast clouds
557,Fez,MA,34.0372,-4.9998,68.25,48,0,2.3,clear sky
558,Inirida,CO,3.8653,-67.9239,70.83,99,39,2.46,scattered clouds
559,Makat,KZ,47.6469,53.3463,56.07,49,100,17.96,overcast clouds
560,Praxedis Guerrero,MX,31.3667,-106.0167,72.57,13,0,17.67,clear sky
561,Kirensk,RU,57.7853,108.1119,46.54,42,100,14.7,overcast clouds
562,Suoyarvi,RU,62.0833,32.35,45.43,49,87,9.95,overcast clouds
563,Tilichiki,RU,60.4667,166.1,32.32,83,100,17.4,overcast clouds
564,Bud,US,39.447,-86.1758,51.64,80,0,6.67,clear sky
565,Gallup,US,35.5281,-108.7426,63.36,23,0,19.57,clear sky
566,Laguna,US,38.421,-121.4238,56.39,73,0,4.61,clear sky
567,Naze,JP,28.3667,129.4833,72.52,90,100,6.82,light rain
568,Beloha,MG,-25.1667,45.05,82.42,51,0,3.58,clear sky
569,Zabid,YE,14.1951,43.3152,94.93,47,67,8.55,broken clouds
570,Kozan,TR,37.4552,35.8157,72.12,33,0,3.51,clear sky
571,Mandalgovi,MN,45.7625,106.2708,66.6,17,3,16.89,clear sky
572,Dekernes,EG,31.0876,31.595,81.45,20,47,9.66,scattered clouds
573,General Roca,AR,-39.0333,-67.5833,58.93,29,0,9.17,clear sky
574,Jega,NG,12.2175,4.3792,90.39,42,93,12.48,overcast clouds
575,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.05,97,100,2.19,overcast clouds
576,Merrill,US,45.1805,-89.6835,48.92,46,0,5.75,clear sky
577,Swan Hill,AU,-35.3378,143.5544,55.49,56,60,5.59,broken clouds
578,Kargasok,RU,59.0556,80.8572,41.88,36,10,10.36,clear sky
579,Casper,US,42.8666,-106.3131,36.19,55,0,4.61,clear sky
580,Olavarria,AR,-36.8927,-60.3225,58.01,90,3,9.98,clear sky
581,Akdepe,TM,42.0551,59.3788,78.89,29,100,8.01,overcast clouds
582,Berlevag,NO,70.8578,29.0864,28.2,63,100,22.01,overcast clouds
583,Shenjiamen,CN,29.9576,122.298,63.54,84,95,8.46,overcast clouds
584,Bacolod,PH,10.6667,122.95,88.99,60,42,13.11,scattered clouds
585,Reconquista,AR,-29.15,-59.65,53.76,92,99,6.6,overcast clouds
586,Quincy,US,42.2529,-71.0023,46.85,76,100,17.27,overcast clouds
587,El Reten,CO,10.6114,-74.2682,76.21,74,92,4.65,overcast clouds
588,Kupang,ID,-10.1667,123.5833,85.19,60,94,13.33,overcast clouds
589,Xinzhi,CN,36.4989,111.7047,68.0,49,99,4.92,light rain
590,Havoysund,NO,70.9963,24.6622,34.03,71,100,26.11,light snow
591,Porto Recanati,IT,43.4365,13.6613,63.99,56,79,6.69,broken clouds
592,Okahandja,NA,-21.9833,16.9167,62.6,29,0,7.31,clear sky
593,Requena,ES,39.4883,-1.1004,66.87,50,50,2.68,scattered clouds
594,Madina,GH,5.6823,-0.1641,80.56,89,20,3.44,few clouds
595,Vagamo,NO,61.8751,9.0967,35.91,66,36,3.51,scattered clouds
596,Muli,MV,2.9167,73.5667,84.16,78,25,18.72,scattered clouds
597,Dori,BF,14.0354,-0.0345,92.44,37,91,13.18,overcast clouds
598,Takoradi,GH,4.8845,-1.7554,81.41,79,89,1.45,light rain
599,Roald,NO,62.5833,6.1333,47.75,65,20,8.05,few clouds
600,Okhotsk,RU,59.3833,143.3,40.5,78,0,9.19,clear sky
601,Mahon,ES,39.8885,4.2658,68.56,49,20,14.97,few clouds
602,Kikwit,CD,-5.041,18.8162,81.0,69,91,1.52,overcast clouds
603,Qobustan,AZ,40.0824,49.412,61.63,66,100,8.55,overcast clouds
604,Bodden Town,KY,19.2833,-81.25,81.0,79,6,10.0,clear sky
605,Stockbridge,US,33.5443,-84.2338,56.7,91,0,5.79,clear sky
606,Kapuskasing,CA,49.4169,-82.4331,39.2,45,20,5.75,few clouds
607,Khor,RU,47.8861,134.9464,52.97,49,100,4.25,overcast clouds
608,Ellensburg,US,46.9965,-120.5479,40.77,79,0,13.8,clear sky
609,Mount Isa,AU,-20.7333,139.5,83.97,39,40,9.22,scattered clouds
610,Saldanha,ZA,-33.0117,17.9442,53.65,62,21,5.61,few clouds
611,Pangoa,PE,-12.1167,-73.0,66.7,97,100,1.92,overcast clouds
612,Grand Gaube,MU,-20.0064,57.6608,82.38,65,27,10.0,scattered clouds
613,Mackenzie,CA,55.2999,-123.1698,37.62,93,100,3.44,overcast clouds
614,Fort Nelson,CA,58.8053,-122.7002,35.19,87,100,14.97,overcast clouds
615,Rocha,UY,-34.4833,-54.3333,52.88,94,35,5.95,scattered clouds
616,Gaoyou,CN,32.7858,119.4278,73.69,50,3,10.8,clear sky
617,Berdigestyakh,RU,62.0989,126.6992,39.52,97,100,9.8,light rain
618,Gaya,IN,24.7833,85.0,98.51,36,40,4.61,haze
619,Ewa Beach,US,21.3156,-158.0072,75.15,67,0,17.27,clear sky
620,Northfield,US,44.4583,-93.1616,60.94,49,40,12.66,scattered clouds
621,Kutum,SD,14.2,24.6667,87.03,7,99,9.33,overcast clouds
622,Villa De Reyes,MX,21.8,-100.9333,67.93,61,5,2.46,clear sky
623,Slobozia,MD,46.7281,29.7078,63.21,35,49,7.4,scattered clouds
624,Richards Bay,ZA,-28.783,32.0377,66.97,86,98,15.39,moderate rain
625,Aleppo,SY,36.25,37.5,67.77,38,5,5.97,clear sky
626,Pangnirtung,CA,66.1451,-65.7125,12.56,73,8,6.87,clear sky
627,Lumphat,KH,13.4878,106.9816,92.61,48,100,3.18,overcast clouds
628,Banda Aceh,ID,5.5577,95.3222,86.81,66,77,15.32,broken clouds
629,Russell,US,32.3502,-85.1999,58.23,94,0,3.44,clear sky
630,Zhuhai,CN,22.2769,113.5678,82.18,69,40,13.8,scattered clouds
631,Sola,VU,-13.8833,167.55,80.91,75,27,23.89,scattered clouds
632,Clovis,US,36.8252,-119.7029,60.69,55,40,19.57,scattered clouds
633,Praya,CV,14.9215,-23.5087,70.34,78,20,20.71,few clouds
634,Rtishchevo,RU,52.2604,43.7874,57.72,35,3,5.17,clear sky
635,Grindavik,IS,63.8424,-22.4338,48.15,100,100,21.85,light rain
636,Tahe,CN,52.3333,124.7333,69.03,10,16,4.25,few clouds
637,Kozulka,UA,50.0351,23.797,64.98,48,13,2.44,few clouds
638,Pimentel,PE,-6.8367,-79.9342,64.44,90,94,12.66,overcast clouds
639,Carutapera,BR,-1.195,-46.02,74.93,94,100,1.1,overcast clouds
640,Suez,EG,29.9737,32.5263,79.27,19,88,2.98,overcast clouds
641,Axim,GH,4.8699,-2.2405,81.52,79,52,1.57,light rain
642,Cambui,BR,-22.6122,-46.0575,56.37,96,75,3.31,broken clouds
643,Kiama,AU,-34.6833,150.8667,64.99,67,12,2.75,few clouds
644,Puquio,PE,-14.7,-74.1333,47.57,81,78,4.27,broken clouds
645,Tonshayevo,RU,57.736,47.0127,60.46,38,36,13.06,scattered clouds
646,Jalalpur,PK,32.6374,74.2183,100.27,22,0,4.61,haze
647,Shihezi,CN,44.3,86.0333,85.01,19,2,7.47,clear sky
648,Palora,EC,-1.7,-77.9333,64.9,98,100,2.08,light rain
649,Maceio,BR,-9.6658,-35.7353,72.84,94,75,5.75,broken clouds
650,Inhambane,MZ,-23.865,35.3833,80.58,69,20,9.22,few clouds
651,Malko Tarnovo,BG,41.9833,27.5333,58.71,52,83,6.4,broken clouds
652,Abbeville,FR,50.1,1.8333,59.25,90,99,9.33,overcast clouds
653,Maragogi,BR,-9.0122,-35.2225,74.48,88,69,5.79,broken clouds
654,Felanitx,ES,39.4696,3.1483,71.46,42,4,7.09,clear sky
655,Malartic,CA,48.1335,-78.1328,33.91,75,0,4.65,clear sky
656,Luena,AO,-11.7833,19.9167,74.07,54,94,5.48,overcast clouds
657,Trzebiatow,PL,54.0615,15.2648,56.05,65,14,10.11,few clouds
658,Beyneu,KZ,45.3167,55.2,67.33,61,100,20.29,light rain
659,Hasaki,JP,35.7333,140.8333,64.29,51,100,14.18,overcast clouds
660,Wajid,SO,3.8093,43.2471,89.26,46,14,15.03,few clouds
661,Dagda,LV,56.0951,27.5372,50.43,55,100,9.08,overcast clouds
662,Moville,US,42.4889,-96.0725,62.89,76,100,18.77,overcast clouds
663,Hammerfest,NO,70.6634,23.6821,32.45,80,100,6.91,overcast clouds
664,Alexandria,EG,31.2156,29.9553,68.54,60,0,8.05,clear sky
665,Nhulunbuy,AU,-12.2333,136.7667,84.81,74,40,14.97,scattered clouds
666,Mayumba,GA,-3.432,10.6554,79.95,81,34,1.81,scattered clouds
667,Severobaykalsk,RU,55.65,109.3167,40.78,70,100,4.18,overcast clouds
668,Savannah Bight,HN,16.45,-85.85,81.81,83,75,17.98,broken clouds
669,Cacador,BR,-26.7753,-51.015,43.09,99,31,2.75,scattered clouds
670,Vytegra,RU,61.0064,36.4481,36.84,96,100,8.97,light rain
671,Deputatskiy,RU,69.3,139.9,20.66,79,100,4.43,overcast clouds
672,Howard Springs,AU,-12.497,131.047,89.98,50,8,2.33,clear sky
673,Beringovskiy,RU,63.05,179.3167,32.92,96,100,5.75,overcast clouds
674,Faya,SA,18.3851,42.4509,79.32,20,0,4.56,clear sky
