City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
465,Wuwei,CN,56.75,overcast clouds,37.9281,102.6414,
466,Ribas Do Rio Pardo,BR,55.63,clear sky,-20.4431,-53.7592,
467,Kewanee,US,52.79,overcast clouds,41.2456,-89.9248,
468,Erdenet,MN,75.09,scattered clouds,49.0333,104.0833,
469,Plyussa,RU,49.01,overcast clouds,58.4308,29.3654,
470,Orshanka,RU,59.85,scattered clouds,56.9161,47.8933,
471,Faro,PT,70.97,clear sky,37.0194,-7.9322,
472,Husavik,IS,41.59,overcast clouds,66.0449,-17.3389,
473,El Alto,PE,67.82,broken clouds,-4.2714,-81.2147,
474,Kandrian,PG,80.98,light rain,-6.2167,149.55,
475,Krasnoshchekovo,RU,51.49,clear sky,51.6708,82.7289,
476,Gat,IL,76.78,clear sky,31.61,34.7642,
477,Hongjiang,CN,79.74,scattered clouds,27.11,109.9956,
478,Spring Valley,US,75.15,dust,36.108,-115.245,
479,College Park,US,46.74,light intensity drizzle,38.9807,-76.9369,
480,Verkhnyaya Inta,RU,50.0,overcast clouds,65.9811,60.3094,
481,Kamina,CD,76.84,overcast clouds,-8.7386,24.9906,
482,Shasta Lake,US,52.52,clear sky,40.6804,-122.3708,
483,Salalah,OM,87.89,few clouds,17.0151,54.0924,
485,Mahibadhoo,MV,84.2,overcast clouds,3.7833,72.9667,
486,Mirnyy,RU,35.24,overcast clouds,62.5353,113.9611,
487,Auki,SB,79.16,scattered clouds,-8.7676,160.7034,
488,Neiafu,TO,79.38,overcast clouds,-18.65,-173.9833,
489,Tondano,ID,77.09,overcast clouds,1.3038,124.9112,
490,Port Macquarie,AU,57.88,clear sky,-31.4333,152.9167,
491,Tecoanapa,MX,78.24,overcast clouds,16.5167,-98.75,
492,Hamilton,US,51.89,clear sky,39.1834,-84.5333,
493,Palafrugell,ES,71.44,few clouds,41.9174,3.1631,
494,Port Hawkesbury,CA,30.58,clear sky,45.6169,-61.3485,
495,Kieta,PG,80.06,light rain,-6.2167,155.6333,
496,Mastic Beach,US,47.98,overcast clouds,40.7668,-72.8521,
497,Copiapo,CL,55.09,broken clouds,-27.3667,-70.3333,
498,Sungaipenuh,ID,79.59,moderate rain,-2.0833,101.3833,
499,Yatou,CN,50.59,overcast clouds,37.15,122.3833,
501,Abu Samrah,SY,68.2,clear sky,35.3029,37.1841,
502,Flagstaff,US,60.46,clear sky,35.1981,-111.6513,
503,Upington,ZA,52.18,scattered clouds,-28.4478,21.2561,
504,Aksarka,RU,34.83,overcast clouds,66.5606,67.7975,
505,Pereira Barreto,BR,58.12,clear sky,-20.6383,-51.1092,
507,Nyazepetrovsk,RU,59.92,clear sky,56.0531,59.6028,
509,Stokmarknes,NO,33.78,light snow,68.5646,14.9108,
510,Ahipara,NZ,59.59,scattered clouds,-35.1667,173.1667,
511,Coffs Harbour,AU,58.96,few clouds,-30.3,153.1333,
512,Shakawe,BW,77.56,clear sky,-18.3667,21.85,
513,Kurayoshi,JP,58.91,broken clouds,35.4333,133.8167,
514,Buchanan,LR,76.44,light rain,5.8808,-10.0467,
515,Chara,RU,56.8,overcast clouds,56.9064,118.2631,
516,Fredericksburg,US,47.21,drizzle,38.3032,-77.4605,
518,Djambala,CG,75.65,overcast clouds,-2.5447,14.7533,
519,Fort Beaufort,ZA,55.08,overcast clouds,-32.7748,26.6338,
520,Maputo,MZ,72.23,broken clouds,-25.9653,32.5892,
521,Kortkeros,RU,64.4,broken clouds,61.8106,51.5806,
522,Sladkovo,RU,63.16,scattered clouds,55.5284,70.3385,
523,Virtsu,EE,50.05,clear sky,58.5716,23.5115,
525,Mlowo,TZ,73.36,scattered clouds,-9.0,32.9833,
526,Bartica,GY,75.52,overcast clouds,6.4,-58.6167,
527,Sinnamary,GF,77.31,overcast clouds,5.3833,-52.95,
529,High Level,CA,33.91,light snow,58.5169,-117.136,
533,Bloomsburg,US,44.22,overcast clouds,41.0037,-76.4549,
534,Cacapava Do Sul,BR,46.71,clear sky,-30.5122,-53.4914,
535,Trincomalee,LK,88.0,heavy intensity rain,8.5711,81.2335,
536,Bratsk,RU,43.29,overcast clouds,56.1325,101.6142,
537,Polovinnoye,RU,62.42,broken clouds,54.7914,65.9864,
538,Lumeje,AO,77.34,scattered clouds,-11.55,20.7833,
539,Guira De Melena,CU,75.72,clear sky,22.7906,-82.5053,
540,Kidal,ML,88.97,few clouds,18.4411,1.4078,
541,Nioro,GM,78.46,clear sky,13.35,-15.75,
542,Plettenberg Bay,ZA,59.5,overcast clouds,-34.0527,23.3716,
543,Presidencia Roque Saenz Pena,AR,54.93,clear sky,-26.7852,-60.4388,
544,Dzhebariki-Khaya,RU,44.1,overcast clouds,62.2167,135.8,
545,Ondjiva,AO,74.62,clear sky,-17.0667,15.7333,
547,Kasama,ZM,72.64,overcast clouds,-10.2129,31.1808,
548,Kudahuvadhoo,MV,84.51,scattered clouds,2.6708,72.8944,
549,Lyaskelya,RU,47.19,broken clouds,61.7667,31.0167,
550,Mayo,US,47.03,overcast clouds,38.8876,-76.5119,
552,Elko,US,38.64,overcast clouds,41.0002,-115.5012,
553,Sheltozero,RU,40.96,overcast clouds,61.3667,35.3667,
554,Bonavista,CA,32.68,clear sky,48.6499,-53.1147,
555,Ellsworth,US,39.72,clear sky,44.5434,-68.4195,
556,Changping,CN,58.64,overcast clouds,40.2186,116.2197,
557,Fez,MA,68.25,clear sky,34.0372,-4.9998,
558,Inirida,CO,70.83,scattered clouds,3.8653,-67.9239,
559,Makat,KZ,56.07,overcast clouds,47.6469,53.3463,
560,Praxedis Guerrero,MX,72.57,clear sky,31.3667,-106.0167,
561,Kirensk,RU,46.54,overcast clouds,57.7853,108.1119,
562,Suoyarvi,RU,45.43,overcast clouds,62.0833,32.35,
563,Tilichiki,RU,32.32,overcast clouds,60.4667,166.1,
564,Bud,US,51.64,clear sky,39.447,-86.1758,
565,Gallup,US,63.36,clear sky,35.5281,-108.7426,
566,Laguna,US,56.39,clear sky,38.421,-121.4238,
567,Naze,JP,72.52,light rain,28.3667,129.4833,
568,Beloha,MG,82.42,clear sky,-25.1667,45.05,
570,Kozan,TR,72.12,clear sky,37.4552,35.8157,
571,Mandalgovi,MN,66.6,clear sky,45.7625,106.2708,
572,Dekernes,EG,81.45,scattered clouds,31.0876,31.595,
573,General Roca,AR,58.93,clear sky,-39.0333,-67.5833,
575,Santa Isabel Do Rio Negro,BR,72.05,overcast clouds,-0.4139,-65.0192,
576,Merrill,US,48.92,clear sky,45.1805,-89.6835,
577,Swan Hill,AU,55.49,broken clouds,-35.3378,143.5544,
578,Kargasok,RU,41.88,clear sky,59.0556,80.8572,
579,Casper,US,36.19,clear sky,42.8666,-106.3131,
580,Olavarria,AR,58.01,clear sky,-36.8927,-60.3225,
581,Akdepe,TM,78.89,overcast clouds,42.0551,59.3788,
583,Shenjiamen,CN,63.54,overcast clouds,29.9576,122.298,
584,Bacolod,PH,88.99,scattered clouds,10.6667,122.95,
585,Reconquista,AR,53.76,overcast clouds,-29.15,-59.65,
586,Quincy,US,46.85,overcast clouds,42.2529,-71.0023,
587,El Reten,CO,76.21,overcast clouds,10.6114,-74.2682,
588,Kupang,ID,85.19,overcast clouds,-10.1667,123.5833,
589,Xinzhi,CN,68.0,light rain,36.4989,111.7047,
590,Havoysund,NO,34.03,light snow,70.9963,24.6622,
591,Porto Recanati,IT,63.99,broken clouds,43.4365,13.6613,
593,Requena,ES,66.87,scattered clouds,39.4883,-1.1004,
594,Madina,GH,80.56,few clouds,5.6823,-0.1641,
595,Vagamo,NO,35.91,scattered clouds,61.8751,9.0967,
596,Muli,MV,84.16,scattered clouds,2.9167,73.5667,
598,Takoradi,GH,81.41,light rain,4.8845,-1.7554,
599,Roald,NO,47.75,few clouds,62.5833,6.1333,
600,Okhotsk,RU,40.5,clear sky,59.3833,143.3,
601,Mahon,ES,68.56,few clouds,39.8885,4.2658,
602,Kikwit,CD,81.0,overcast clouds,-5.041,18.8162,
603,Qobustan,AZ,61.63,overcast clouds,40.0824,49.412,
604,Bodden Town,KY,81.0,clear sky,19.2833,-81.25,
605,Stockbridge,US,56.7,clear sky,33.5443,-84.2338,
606,Kapuskasing,CA,39.2,few clouds,49.4169,-82.4331,
607,Khor,RU,52.97,overcast clouds,47.8861,134.9464,
608,Ellensburg,US,40.77,clear sky,46.9965,-120.5479,
609,Mount Isa,AU,83.97,scattered clouds,-20.7333,139.5,
610,Saldanha,ZA,53.65,few clouds,-33.0117,17.9442,
611,Pangoa,PE,66.7,overcast clouds,-12.1167,-73.0,
612,Grand Gaube,MU,82.38,scattered clouds,-20.0064,57.6608,
613,Mackenzie,CA,37.62,overcast clouds,55.2999,-123.1698,
614,Fort Nelson,CA,35.19,overcast clouds,58.8053,-122.7002,
615,Rocha,UY,52.88,scattered clouds,-34.4833,-54.3333,
616,Gaoyou,CN,73.69,clear sky,32.7858,119.4278,
617,Berdigestyakh,RU,39.52,light rain,62.0989,126.6992,
619,Ewa Beach,US,75.15,clear sky,21.3156,-158.0072,
620,Northfield,US,60.94,scattered clouds,44.4583,-93.1616,
621,Kutum,SD,87.03,overcast clouds,14.2,24.6667,
622,Villa De Reyes,MX,67.93,clear sky,21.8,-100.9333,
623,Slobozia,MD,63.21,scattered clouds,46.7281,29.7078,
624,Richards Bay,ZA,66.97,moderate rain,-28.783,32.0377,
625,Aleppo,SY,67.77,clear sky,36.25,37.5,
628,Banda Aceh,ID,86.81,broken clouds,5.5577,95.3222,
629,Russell,US,58.23,clear sky,32.3502,-85.1999,
630,Zhuhai,CN,82.18,scattered clouds,22.2769,113.5678,
631,Sola,VU,80.91,scattered clouds,-13.8833,167.55,
632,Clovis,US,60.69,scattered clouds,36.8252,-119.7029,
633,Praya,CV,70.34,few clouds,14.9215,-23.5087,
634,Rtishchevo,RU,57.72,clear sky,52.2604,43.7874,
635,Grindavik,IS,48.15,light rain,63.8424,-22.4338,
636,Tahe,CN,69.03,few clouds,52.3333,124.7333,
637,Kozulka,UA,64.98,few clouds,50.0351,23.797,
638,Pimentel,PE,64.44,overcast clouds,-6.8367,-79.9342,
639,Carutapera,BR,74.93,overcast clouds,-1.195,-46.02,
640,Suez,EG,79.27,overcast clouds,29.9737,32.5263,
641,Axim,GH,81.52,light rain,4.8699,-2.2405,
642,Cambui,BR,56.37,broken clouds,-22.6122,-46.0575,
643,Kiama,AU,64.99,few clouds,-34.6833,150.8667,
644,Puquio,PE,47.57,broken clouds,-14.7,-74.1333,
645,Tonshayevo,RU,60.46,scattered clouds,57.736,47.0127,
647,Shihezi,CN,85.01,clear sky,44.3,86.0333,
648,Palora,EC,64.9,light rain,-1.7,-77.9333,
649,Maceio,BR,72.84,broken clouds,-9.6658,-35.7353,
650,Inhambane,MZ,80.58,few clouds,-23.865,35.3833,
651,Malko Tarnovo,BG,58.71,broken clouds,41.9833,27.5333,
652,Abbeville,FR,59.25,overcast clouds,50.1,1.8333,
653,Maragogi,BR,74.48,broken clouds,-9.0122,-35.2225,
654,Felanitx,ES,71.46,clear sky,39.4696,3.1483,
655,Malartic,CA,33.91,clear sky,48.1335,-78.1328,
656,Luena,AO,74.07,overcast clouds,-11.7833,19.9167,
657,Trzebiatow,PL,56.05,few clouds,54.0615,15.2648,
658,Beyneu,KZ,67.33,light rain,45.3167,55.2,
659,Hasaki,JP,64.29,overcast clouds,35.7333,140.8333,
660,Wajid,SO,89.26,few clouds,3.8093,43.2471,
661,Dagda,LV,50.43,overcast clouds,56.0951,27.5372,
662,Moville,US,62.89,overcast clouds,42.4889,-96.0725,
663,Hammerfest,NO,32.45,overcast clouds,70.6634,23.6821,
664,Alexandria,EG,68.54,clear sky,31.2156,29.9553,
665,Nhulunbuy,AU,84.81,scattered clouds,-12.2333,136.7667,
666,Mayumba,GA,79.95,scattered clouds,-3.432,10.6554,
667,Severobaykalsk,RU,40.78,overcast clouds,55.65,109.3167,
668,Savannah Bight,HN,81.81,broken clouds,16.45,-85.85,
669,Cacador,BR,43.09,scattered clouds,-26.7753,-51.015,
670,Vytegra,RU,36.84,light rain,61.0064,36.4481,
672,Howard Springs,AU,89.98,clear sky,-12.497,131.047,
673,Beringovskiy,RU,32.92,overcast clouds,63.05,179.3167,
674,Faya,SA,79.32,clear sky,18.3851,42.4509,
